x,y,angle,flow_rate,servo_angle,distance
32,70,345,4.46,26,1.01
33,70,345,4.46,25,0.98
34,70,344,4.46,24,0.96
35,70,344,4.46,24,0.93
36,70,344,4.46,23,0.91
37,70,343,4.46,23,0.89
38,70,343,4.46,22,0.86
39,70,342,4.46,21,0.84
40,70,342,4.46,21,0.81
41,70,341,4.46,20,0.79
42,70,340,4.46,20,0.77
43,70,340,4.46,19,0.74
44,70,339,4.46,18,0.72
45,70,338,4.46,18,0.7
46,70,338,4.46,17,0.67
47,70,337,4.46,16,0.65
48,70,336,4.46,16,0.63
49,70,335,4.46,15,0.6
50,70,334,4.46,15,0.58
51,70,333,4.46,14,0.56
52,70,332,4.46,14,0.54
53,70,330,4.46,13,0.51
54,70,329,4.46,12,0.49
55,70,327,4.46,12,0.47
56,70,326,4.46,11,0.45
57,70,324,4.46,11,0.43
58,70,322,4.46,10,0.41
84,70,217,4.46,10,0.41
85,70,215,4.46,11,0.43
86,70,213,4.46,11,0.45
87,70,212,4.46,12,0.47
88,70,210,4.46,12,0.49
89,70,209,4.46,13,0.51
90,70,207,4.46,14,0.54
91,70,206,4.46,14,0.56
92,70,205,4.46,15,0.58
93,70,204,4.46,15,0.6
94,70,203,4.46,16,0.63
95,70,202,4.46,16,0.65
96,70,201,4.46,17,0.67
97,70,201,4.46,18,0.7
98,70,200,4.46,18,0.72
99,70,199,4.46,19,0.74
100,70,199,4.46,20,0.77
101,70,198,4.46,20,0.79
102,70,197,4.46,21,0.81
103,70,197,4.46,21,0.84
104,70,196,4.46,22,0.86
105,70,196,4.46,23,0.89
106,70,195,4.46,23,0.91
107,70,195,4.46,24,0.93
108,70,195,4.46,24,0.96
109,70,194,4.46,25,0.98
110,70,194,4.46,26,1.01
111,70,194,4.46,26,1.03
112,70,193,4.46,27,1.06
113,70,193,4.46,28,1.08
114,70,193,4.46,28,1.1
115,70,192,4.46,29,1.13
116,70,192,4.46,29,1.15
117,70,192,4.46,30,1.18
118,70,192,4.46,31,1.2
119,70,191,4.46,31,1.23
120,70,191,4.46,32,1.25
121,70,191,4.46,33,1.27
122,70,191,4.46,33,1.3
123,70,190,4.46,34,1.32
124,70,190,4.46,35,1.35
125,70,190,4.46,35,1.37
126,70,190,4.46,36,1.4
127,70,190,4.46,36,1.42
128,70,189,4.46,37,1.45
129,70,189,4.46,38,1.47
130,70,189,4.46,39,1.5
131,70,189,4.46,39,1.52
132,70,189,4.46,40,1.55
133,70,189,4.46,40,1.57
134,70,189,4.46,41,1.59
135,70,188,4.46,42,1.62
136,70,188,4.46,42,1.64
137,70,188,4.46,43,1.67
138,70,188,4.46,43,1.69
139,70,188,4.46,44,1.72
140,70,188,4.46,45,1.74
141,70,188,4.46,46,1.77
142,70,188,4.46,46,1.79
1,71,351,4.46,46,1.77
2,71,350,4.46,45,1.75
3,71,350,4.46,44,1.72
4,71,350,4.46,44,1.7
5,71,350,4.46,43,1.67
6,71,350,4.46,42,1.65
7,71,350,4.46,42,1.62
8,71,350,4.46,41,1.6
9,71,349,4.46,40,1.57
10,71,349,4.46,40,1.55
11,71,349,4.46,39,1.52
12,71,349,4.46,39,1.5
13,71,349,4.46,38,1.48
14,71,349,4.46,37,1.45
15,71,348,4.46,37,1.43
16,71,348,4.46,36,1.4
17,71,348,4.46,35,1.38
18,71,348,4.46,35,1.35
19,71,348,4.46,34,1.33
20,71,347,4.46,33,1.3
21,71,347,4.46,33,1.28
22,71,347,4.46,32,1.26
23,71,347,4.46,31,1.23
24,71,346,4.46,31,1.21
25,71,346,4.46,30,1.18
26,71,346,4.46,30,1.16
27,71,345,4.46,29,1.13
28,71,345,4.46,28,1.11
29,71,345,4.46,28,1.09
30,71,344,4.46,27,1.06
31,71,344,4.46,27,1.04
32,71,344,4.46,26,1.01
33,71,343,4.46,25,0.99
34,71,343,4.46,25,0.97
35,71,343,4.46,24,0.94
36,71,342,4.46,23,0.92
37,71,342,4.46,23,0.89
38,71,341,4.46,22,0.87
39,71,341,4.46,22,0.85
40,71,340,4.46,21,0.82
41,71,339,4.46,20,0.8
42,71,339,4.46,20,0.78
43,71,338,4.46,19,0.75
44,71,337,4.46,18,0.73
45,71,337,4.46,18,0.71
46,71,336,4.46,17,0.68
47,71,335,4.46,17,0.66
48,71,334,4.46,16,0.64
49,71,333,4.46,15,0.61
50,71,332,4.46,15,0.59
51,71,331,4.46,14,0.57
52,71,329,4.46,14,0.55
53,71,328,4.46,13,0.53
54,71,327,4.46,13,0.51
55,71,325,4.46,12,0.49
56,71,323,4.46,12,0.47
57,71,321,4.46,11,0.45
58,71,319,4.46,11,0.43
59,71,317,4.46,10,0.41
83,71,222,4.46,10,0.41
84,71,220,4.46,11,0.43
85,71,218,4.46,11,0.45
86,71,216,4.46,12,0.47
87,71,214,4.46,12,0.49
88,71,212,4.46,13,0.51
89,71,211,4.46,13,0.53
90,71,210,4.46,14,0.55
91,71,208,4.46,14,0.57
92,71,207,4.46,15,0.59
93,71,206,4.46,15,0.61
94,71,205,4.46,16,0.64
95,71,204,4.46,17,0.66
96,71,203,4.46,17,0.68
97,71,202,4.46,18,0.71
98,71,202,4.46,18,0.73
99,71,201,4.46,19,0.75
100,71,200,4.46,20,0.78
101,71,200,4.46,20,0.8
102,71,199,4.46,21,0.82
103,71,198,4.46,22,0.85
104,71,198,4.46,22,0.87
105,71,197,4.46,23,0.89
106,71,197,4.46,23,0.92
107,71,196,4.46,24,0.94
108,71,196,4.46,25,0.97
109,71,196,4.46,25,0.99
110,71,195,4.46,26,1.01
111,71,195,4.46,27,1.04
112,71,195,4.46,27,1.06
113,71,194,4.46,28,1.09
114,71,194,4.46,28,1.11
115,71,194,4.46,29,1.13
116,71,193,4.46,30,1.16
117,71,193,4.46,30,1.18
118,71,193,4.46,31,1.21
119,71,192,4.46,31,1.23
120,71,192,4.46,32,1.26
121,71,192,4.46,33,1.28
122,71,192,4.46,33,1.3
123,71,191,4.46,34,1.33
124,71,191,4.46,35,1.35
125,71,191,4.46,35,1.38
126,71,191,4.46,36,1.4
127,71,191,4.46,37,1.43
128,71,190,4.46,37,1.45
129,71,190,4.46,38,1.48
130,71,190,4.46,39,1.5
131,71,190,4.46,39,1.52
132,71,190,4.46,40,1.55
133,71,190,4.46,40,1.57
134,71,189,4.46,41,1.6
135,71,189,4.46,42,1.62
136,71,189,4.46,42,1.65
137,71,189,4.46,43,1.67
138,71,189,4.46,44,1.7
139,71,189,4.46,44,1.72
140,71,189,4.46,45,1.75
141,71,188,4.46,46,1.77
142,71,188,4.46,46,1.8
1,72,350,4.46,46,1.78
2,72,350,4.46,45,1.75
3,72,349,4.46,44,1.73
4,72,349,4.46,44,1.7
5,72,349,4.46,43,1.68
6,72,349,4.46,42,1.65
7,72,349,4.46,42,1.63
8,72,349,4.46,41,1.6
9,72,349,4.46,41,1.58
10,72,348,4.46,40,1.55
11,72,348,4.46,39,1.53
12,72,348,4.46,39,1.51
13,72,348,4.46,38,1.48
14,72,348,4.46,37,1.46
15,72,347,4.46,37,1.43
16,72,347,4.46,36,1.41
17,72,347,4.46,35,1.38
18,72,347,4.46,35,1.36
19,72,347,4.46,34,1.33
20,72,346,4.46,34,1.31
21,72,346,4.46,33,1.29
22,72,346,4.46,32,1.26
23,72,345,4.46,32,1.24
24,72,345,4.46,31,1.21
25,72,345,4.46,30,1.19
26,72,345,4.46,30,1.16
27,72,344,4.46,29,1.14
28,72,344,4.46,29,1.12
29,72,344,4.46,28,1.09
30,72,343,4.46,27,1.07
31,72,343,4.46,27,1.04
32,72,342,4.46,26,1.02
33,72,342,4.46,26,1
34,72,342,4.46,25,0.97
35,72,341,4.46,24,0.95
36,72,341,4.46,24,0.93
37,72,340,4.46,23,0.9
38,72,340,4.46,22,0.88
39,72,339,4.46,22,0.85
40,72,338,4.46,21,0.83
41,72,338,4.46,21,0.81
42,72,337,4.46,20,0.78
43,72,336,4.46,19,0.76
44,72,336,4.46,19,0.74
45,72,335,4.46,18,0.72
46,72,334,4.46,17,0.69
47,72,333,4.46,17,0.67
48,72,332,4.46,16,0.65
49,72,331,4.46,16,0.63
50,72,330,4.46,15,0.6
51,72,329,4.46,15,0.58
52,72,327,4.46,14,0.56
53,72,326,4.46,14,0.54
54,72,324,4.46,13,0.52
55,72,323,4.46,13,0.5
56,72,321,4.46,12,0.48
57,72,319,4.46,11,0.46
58,72,317,4.46,11,0.44
59,72,315,4.46,10,0.42
60,72,312,4.46,10,0.41
82,72,227,4.46,10,0.41
83,72,225,4.46,10,0.42
84,72,222,4.46,11,0.44
85,72,220,4.46,11,0.46
86,72,218,4.46,12,0.48
87,72,216,4.46,13,0.5
88,72,215,4.46,13,0.52
89,72,213,4.46,14,0.54
90,72,212,4.46,14,0.56
91,72,210,4.46,15,0.58
92,72,209,4.46,15,0.6
93,72,208,4.46,16,0.63
94,72,207,4.46,16,0.65
95,72,206,4.46,17,0.67
96,72,205,4.46,17,0.69
97,72,204,4.46,18,0.72
98,72,203,4.46,19,0.74
99,72,203,4.46,19,0.76
100,72,202,4.46,20,0.78
101,72,201,4.46,21,0.81
102,72,201,4.46,21,0.83
103,72,200,4.46,22,0.85
104,72,199,4.46,22,0.88
105,72,199,4.46,23,0.9
106,72,198,4.46,24,0.93
107,72,198,4.46,24,0.95
108,72,197,4.46,25,0.97
109,72,197,4.46,26,1
110,72,197,4.46,26,1.02
111,72,196,4.46,27,1.04
112,72,196,4.46,27,1.07
113,72,195,4.46,28,1.09
114,72,195,4.46,29,1.12
115,72,195,4.46,29,1.14
116,72,194,4.46,30,1.16
117,72,194,4.46,30,1.19
118,72,194,4.46,31,1.21
119,72,194,4.46,32,1.24
120,72,193,4.46,32,1.26
121,72,193,4.46,33,1.29
122,72,193,4.46,34,1.31
123,72,192,4.46,34,1.33
124,72,192,4.46,35,1.36
125,72,192,4.46,35,1.38
126,72,192,4.46,36,1.41
127,72,192,4.46,37,1.43
128,72,191,4.46,37,1.46
129,72,191,4.46,38,1.48
130,72,191,4.46,39,1.51
131,72,191,4.46,39,1.53
132,72,191,4.46,40,1.55
133,72,190,4.46,41,1.58
134,72,190,4.46,41,1.6
135,72,190,4.46,42,1.63
136,72,190,4.46,42,1.65
137,72,190,4.46,43,1.68
138,72,190,4.46,44,1.7
139,72,190,4.46,44,1.73
140,72,189,4.46,45,1.75
141,72,189,4.46,46,1.78
142,72,189,4.46,46,1.8
1,73,349,4.46,46,1.78
2,73,349,4.46,45,1.76
3,73,349,4.46,44,1.73
4,73,349,4.46,44,1.71
5,73,348,4.46,43,1.68
6,73,348,4.46,43,1.66
7,73,348,4.46,42,1.63
8,73,348,4.46,41,1.61
9,73,348,4.46,41,1.58
10,73,347,4.46,40,1.56
11,73,347,4.46,39,1.53
12,73,347,4.46,39,1.51
13,73,347,4.46,38,1.49
14,73,347,4.46,37,1.46
15,73,346,4.46,37,1.44
16,73,346,4.46,36,1.41
17,73,346,4.46,36,1.39
18,73,346,4.46,35,1.36
19,73,345,4.46,34,1.34
20,73,345,4.46,34,1.32
21,73,345,4.46,33,1.29
22,73,345,4.46,33,1.27
23,73,344,4.46,32,1.24
24,73,344,4.46,31,1.22
25,73,344,4.46,31,1.2
26,73,343,4.46,30,1.17
27,73,343,4.46,29,1.15
28,73,343,4.46,29,1.12
29,73,342,4.46,28,1.1
30,73,342,4.46,28,1.08
31,73,341,4.46,27,1.05
32,73,341,4.46,26,1.03
33,73,341,4.46,26,1
34,73,340,4.46,25,0.98
35,73,340,4.46,24,0.96
36,73,339,4.46,24,0.93
37,73,339,4.46,23,0.91
38,73,338,4.46,23,0.89
39,73,337,4.46,22,0.86
40,73,337,4.46,21,0.84
41,73,336,4.46,21,0.82
42,73,335,4.46,20,0.79
43,73,335,4.46,20,0.77
44,73,334,4.46,19,0.75
45,73,333,4.46,18,0.73
46,73,332,4.46,18,0.7
47,73,331,4.46,17,0.68
48,73,330,4.46,17,0.66
49,73,329,4.46,16,0.64
50,73,328,4.46,16,0.62
51,73,326,4.46,15,0.6
52,73,325,4.46,15,0.58
53,73,324,4.46,14,0.56
54,73,322,4.46,14,0.54
55,73,320,4.46,13,0.52
56,73,319,4.46,13,0.5
57,73,317,4.46,12,0.48
58,73,315,4.46,11,0.46
59,73,312,4.46,11,0.44
60,73,310,4.46,11,0.43
61,73,307,4.46,10,0.41
81,73,232,4.46,10,0.41
82,73,229,4.46,11,0.43
83,73,227,4.46,11,0.44
84,73,225,4.46,11,0.46
85,73,222,4.46,12,0.48
86,73,220,4.46,13,0.5
87,73,219,4.46,13,0.52
88,73,217,4.46,14,0.54
89,73,215,4.46,14,0.56
90,73,214,4.46,15,0.58
91,73,213,4.46,15,0.6
92,73,211,4.46,16,0.62
93,73,210,4.46,16,0.64
94,73,209,4.46,17,0.66
95,73,208,4.46,17,0.68
96,73,207,4.46,18,0.7
97,73,206,4.46,18,0.73
98,73,205,4.46,19,0.75
99,73,204,4.46,20,0.77
100,73,204,4.46,20,0.79
101,73,203,4.46,21,0.82
102,73,202,4.46,21,0.84
103,73,202,4.46,22,0.86
104,73,201,4.46,23,0.89
105,73,200,4.46,23,0.91
106,73,200,4.46,24,0.93
107,73,199,4.46,24,0.96
108,73,199,4.46,25,0.98
109,73,198,4.46,26,1
110,73,198,4.46,26,1.03
111,73,198,4.46,27,1.05
112,73,197,4.46,28,1.08
113,73,197,4.46,28,1.1
114,73,196,4.46,29,1.12
115,73,196,4.46,29,1.15
116,73,196,4.46,30,1.17
117,73,195,4.46,31,1.2
118,73,195,4.46,31,1.22
119,73,195,4.46,32,1.24
120,73,194,4.46,33,1.27
121,73,194,4.46,33,1.29
122,73,194,4.46,34,1.32
123,73,194,4.46,34,1.34
124,73,193,4.46,35,1.36
125,73,193,4.46,36,1.39
126,73,193,4.46,36,1.41
127,73,193,4.46,37,1.44
128,73,192,4.46,37,1.46
129,73,192,4.46,38,1.49
130,73,192,4.46,39,1.51
131,73,192,4.46,39,1.53
132,73,192,4.46,40,1.56
133,73,191,4.46,41,1.58
134,73,191,4.46,41,1.61
135,73,191,4.46,42,1.63
136,73,191,4.46,43,1.66
137,73,191,4.46,43,1.68
138,73,190,4.46,44,1.71
139,73,190,4.46,44,1.73
140,73,190,4.46,45,1.76
141,73,190,4.46,46,1.78
142,73,190,4.46,46,1.8
1,74,348,4.46,46,1.78
2,74,348,4.46,45,1.76
3,74,348,4.46,45,1.74
4,74,348,4.46,44,1.71
5,74,348,4.46,43,1.69
6,74,347,4.46,43,1.66
7,74,347,4.46,42,1.64
8,74,347,4.46,41,1.61
9,74,347,4.46,41,1.59
10,74,347,4.46,40,1.56
11,74,346,4.46,40,1.54
12,74,346,4.46,39,1.52
13,74,346,4.46,38,1.49
14,74,346,4.46,38,1.47
15,74,345,4.46,37,1.44
16,74,345,4.46,36,1.42
17,74,345,4.46,36,1.39
18,74,345,4.46,35,1.37
19,74,344,4.46,35,1.35
20,74,344,4.46,34,1.32
21,74,344,4.46,33,1.3
22,74,344,4.46,33,1.27
23,74,343,4.46,32,1.25
24,74,343,4.46,31,1.23
25,74,343,4.46,31,1.2
26,74,342,4.46,30,1.18
27,74,342,4.46,29,1.15
28,74,341,4.46,29,1.13
29,74,341,4.46,28,1.11
30,74,341,4.46,28,1.08
31,74,340,4.46,27,1.06
32,74,340,4.46,27,1.04
33,74,339,4.46,26,1.01
34,74,339,4.46,25,0.99
35,74,338,4.46,25,0.97
36,74,338,4.46,24,0.94
37,74,337,4.46,23,0.92
38,74,337,4.46,23,0.9
39,74,336,4.46,22,0.87
40,74,335,4.46,22,0.85
41,74,334,4.46,21,0.83
42,74,334,4.46,21,0.81
43,74,333,4.46,20,0.78
44,74,332,4.46,19,0.76
45,74,331,4.46,19,0.74
46,74,330,4.46,18,0.72
47,74,329,4.46,17,0.69
48,74,328,4.46,17,0.67
49,74,327,4.46,16,0.65
50,74,326,4.46,16,0.63
51,74,325,4.46,15,0.61
52,74,323,4.46,15,0.59
53,74,322,4.46,14,0.57
54,74,320,4.46,14,0.55
55,74,318,4.46,13,0.53
56,74,316,4.46,13,0.51
57,74,315,4.46,12,0.49
58,74,312,4.46,12,0.48
59,74,310,4.46,11,0.46
60,74,308,4.46,11,0.45
61,74,305,4.46,11,0.43
62,74,302,4.46,10,0.42
80,74,237,4.46,10,0.42
81,74,234,4.46,11,0.43
82,74,231,4.46,11,0.45
83,74,229,4.46,11,0.46
84,74,227,4.46,12,0.48
85,74,225,4.46,12,0.49
86,74,223,4.46,13,0.51
87,74,221,4.46,13,0.53
88,74,219,4.46,14,0.55
89,74,217,4.46,14,0.57
90,74,216,4.46,15,0.59
91,74,214,4.46,15,0.61
92,74,213,4.46,16,0.63
93,74,212,4.46,16,0.65
94,74,211,4.46,17,0.67
95,74,210,4.46,17,0.69
96,74,209,4.46,18,0.72
97,74,208,4.46,19,0.74
98,74,207,4.46,19,0.76
99,74,206,4.46,20,0.78
100,74,205,4.46,21,0.81
101,74,205,4.46,21,0.83
102,74,204,4.46,22,0.85
103,74,203,4.46,22,0.87
104,74,202,4.46,23,0.9
105,74,202,4.46,23,0.92
106,74,201,4.46,24,0.94
107,74,201,4.46,25,0.97
108,74,200,4.46,25,0.99
109,74,200,4.46,26,1.01
110,74,199,4.46,27,1.04
111,74,199,4.46,27,1.06
112,74,198,4.46,28,1.08
113,74,198,4.46,28,1.11
114,74,198,4.46,29,1.13
115,74,197,4.46,29,1.15
116,74,197,4.46,30,1.18
117,74,196,4.46,31,1.2
118,74,196,4.46,31,1.23
119,74,196,4.46,32,1.25
120,74,195,4.46,33,1.27
121,74,195,4.46,33,1.3
122,74,195,4.46,34,1.32
123,74,195,4.46,35,1.35
124,74,194,4.46,35,1.37
125,74,194,4.46,36,1.39
126,74,194,4.46,36,1.42
127,74,194,4.46,37,1.44
128,74,193,4.46,38,1.47
129,74,193,4.46,38,1.49
130,74,193,4.46,39,1.52
131,74,193,4.46,40,1.54
132,74,192,4.46,40,1.56
133,74,192,4.46,41,1.59
134,74,192,4.46,41,1.61
135,74,192,4.46,42,1.64
136,74,192,4.46,43,1.66
137,74,191,4.46,43,1.69
138,74,191,4.46,44,1.71
139,74,191,4.46,45,1.74
140,74,191,4.46,45,1.76
141,74,191,4.46,46,1.78
142,74,191,4.46,47,1.81
1,75,347,4.46,46,1.79
2,75,347,4.46,46,1.77
3,75,347,4.46,45,1.74
4,75,347,4.46,44,1.72
5,75,347,4.46,43,1.69
6,75,347,4.46,43,1.67
7,75,346,4.46,42,1.64
8,75,346,4.46,42,1.62
9,75,346,4.46,41,1.59
10,75,346,4.46,40,1.57
11,75,345,4.46,40,1.55
12,75,345,4.46,39,1.52
13,75,345,4.46,39,1.5
14,75,345,4.46,38,1.47
15,75,345,4.46,37,1.45
16,75,344,4.46,37,1.43
17,75,344,4.46,36,1.4
18,75,344,4.46,35,1.38
19,75,343,4.46,35,1.35
20,75,343,4.46,34,1.33
21,75,343,4.46,34,1.31
22,75,342,4.46,33,1.28
23,75,342,4.46,32,1.26
24,75,342,4.46,31,1.23
25,75,341,4.46,31,1.21
26,75,341,4.46,30,1.19
27,75,341,4.46,30,1.16
28,75,340,4.46,29,1.14
29,75,340,4.46,28,1.11
30,75,339,4.46,28,1.09
31,75,339,4.46,27,1.07
32,75,338,4.46,27,1.04
33,75,338,4.46,26,1.02
34,75,337,4.46,26,1
35,75,337,4.46,25,0.97
36,75,336,4.46,24,0.95
37,75,336,4.46,24,0.93
38,75,335,4.46,23,0.91
39,75,334,4.46,22,0.88
40,75,334,4.46,22,0.86
41,75,333,4.46,21,0.84
42,75,332,4.46,21,0.82
43,75,331,4.46,20,0.79
44,75,330,4.46,20,0.77
45,75,330,4.46,19,0.75
46,75,329,4.46,18,0.73
47,75,327,4.46,18,0.71
48,75,326,4.46,17,0.69
49,75,325,4.46,17,0.67
50,75,324,4.46,16,0.65
51,75,323,4.46,16,0.62
52,75,321,4.46,15,0.61
53,75,320,4.46,15,0.59
54,75,318,4.46,14,0.57
55,75,316,4.46,14,0.55
56,75,315,4.46,13,0.53
57,75,313,4.46,13,0.51
58,75,310,4.46,13,0.5
59,75,308,4.46,12,0.48
60,75,306,4.46,12,0.47
61,75,303,4.46,11,0.45
62,75,300,4.46,11,0.44
63,75,298,4.46,10,0.42
64,75,295,4.46,10,0.41
78,75,244,4.46,10,0.41
79,75,241,4.46,10,0.42
80,75,239,4.46,11,0.44
81,75,236,4.46,11,0.45
82,75,233,4.46,12,0.47
83,75,231,4.46,12,0.48
84,75,229,4.46,13,0.5
85,75,226,4.46,13,0.51
86,75,225,4.46,13,0.53
87,75,223,4.46,14,0.55
88,75,221,4.46,14,0.57
89,75,219,4.46,15,0.59
90,75,218,4.46,15,0.61
91,75,216,4.46,16,0.62
92,75,215,4.46,16,0.65
93,75,214,4.46,17,0.67
94,75,213,4.46,17,0.69
95,75,212,4.46,18,0.71
96,75,210,4.46,18,0.73
97,75,209,4.46,19,0.75
98,75,209,4.46,20,0.77
99,75,208,4.46,20,0.79
100,75,207,4.46,21,0.82
101,75,206,4.46,21,0.84
102,75,205,4.46,22,0.86
103,75,205,4.46,22,0.88
104,75,204,4.46,23,0.91
105,75,203,4.46,24,0.93
106,75,203,4.46,24,0.95
107,75,202,4.46,25,0.97
108,75,202,4.46,26,1
109,75,201,4.46,26,1.02
110,75,201,4.46,27,1.04
111,75,200,4.46,27,1.07
112,75,200,4.46,28,1.09
113,75,199,4.46,28,1.11
114,75,199,4.46,29,1.14
115,75,198,4.46,30,1.16
116,75,198,4.46,30,1.19
117,75,198,4.46,31,1.21
118,75,197,4.46,31,1.23
119,75,197,4.46,32,1.26
120,75,197,4.46,33,1.28
121,75,196,4.46,34,1.31
122,75,196,4.46,34,1.33
123,75,196,4.46,35,1.35
124,75,195,4.46,35,1.38
125,75,195,4.46,36,1.4
126,75,195,4.46,37,1.43
127,75,194,4.46,37,1.45
128,75,194,4.46,38,1.47
129,75,194,4.46,39,1.5
130,75,194,4.46,39,1.52
131,75,194,4.46,40,1.55
132,75,193,4.46,40,1.57
133,75,193,4.46,41,1.59
134,75,193,4.46,42,1.62
135,75,193,4.46,42,1.64
136,75,192,4.46,43,1.67
137,75,192,4.46,43,1.69
138,75,192,4.46,44,1.72
139,75,192,4.46,45,1.74
140,75,192,4.46,46,1.77
141,75,192,4.46,46,1.79
142,75,191,4.46,47,1.81
1,76,347,4.46,46,1.8
2,76,346,4.46,46,1.77
3,76,346,4.46,45,1.75
4,76,346,4.46,44,1.72
5,76,346,4.46,44,1.7
6,76,346,4.46,43,1.67
7,76,345,4.46,42,1.65
8,76,345,4.46,42,1.62
9,76,345,4.46,41,1.6
10,76,345,4.46,41,1.58
11,76,345,4.46,40,1.55
12,76,344,4.46,39,1.53
13,76,344,4.46,39,1.5
14,76,344,4.46,38,1.48
15,76,344,4.46,37,1.46
16,76,343,4.46,37,1.43
17,76,343,4.46,36,1.41
18,76,343,4.46,35,1.38
19,76,342,4.46,35,1.36
20,76,342,4.46,34,1.34
21,76,342,4.46,34,1.31
22,76,341,4.46,33,1.29
23,76,341,4.46,32,1.26
24,76,341,4.46,32,1.24
25,76,340,4.46,31,1.22
26,76,340,4.46,30,1.19
27,76,340,4.46,30,1.17
28,76,339,4.46,29,1.15
29,76,339,4.46,29,1.12
30,76,338,4.46,28,1.1
31,76,338,4.46,28,1.08
32,76,337,4.46,27,1.05
33,76,337,4.46,26,1.03
34,76,336,4.46,26,1.01
35,76,336,4.46,25,0.98
36,76,335,4.46,24,0.96
37,76,334,4.46,24,0.94
38,76,334,4.46,23,0.92
39,76,333,4.46,23,0.89
40,76,332,4.46,22,0.87
41,76,331,4.46,22,0.85
42,76,331,4.46,21,0.83
43,76,330,4.46,21,0.81
44,76,329,4.46,20,0.78
45,76,328,4.46,19,0.76
46,76,327,4.46,19,0.74
47,76,326,4.46,18,0.72
48,76,325,4.46,18,0.7
49,76,323,4.46,17,0.68
50,76,322,4.46,17,0.66
51,76,321,4.46,16,0.64
52,76,319,4.46,16,0.62
53,76,318,4.46,15,0.6
54,76,316,4.46,15,0.58
55,76,315,4.46,14,0.57
56,76,313,4.46,14,0.55
57,76,311,4.46,13,0.53
58,76,309,4.46,13,0.52
59,76,306,4.46,13,0.5
60,76,304,4.46,12,0.49
61,76,302,4.46,12,0.47
62,76,299,4.46,11,0.46
63,76,296,4.46,11,0.45
64,76,293,4.46,11,0.44
65,76,290,4.46,11,0.43
66,76,287,4.46,10,0.42
67,76,284,4.46,10,0.41
68,76,280,4.46,10,0.41
74,76,259,4.46,10,0.41
75,76,255,4.46,10,0.41
76,76,252,4.46,10,0.42
77,76,249,4.46,11,0.43
78,76,246,4.46,11,0.44
79,76,243,4.46,11,0.45
80,76,240,4.46,11,0.46
81,76,237,4.46,12,0.47
82,76,235,4.46,12,0.49
83,76,233,4.46,13,0.5
84,76,230,4.46,13,0.52
85,76,228,4.46,13,0.53
86,76,226,4.46,14,0.55
87,76,225,4.46,14,0.57
88,76,223,4.46,15,0.58
89,76,221,4.46,15,0.6
90,76,220,4.46,16,0.62
91,76,218,4.46,16,0.64
92,76,217,4.46,17,0.66
93,76,216,4.46,17,0.68
94,76,214,4.46,18,0.7
95,76,213,4.46,18,0.72
96,76,212,4.46,19,0.74
97,76,211,4.46,19,0.76
98,76,210,4.46,20,0.78
99,76,209,4.46,21,0.81
100,76,208,4.46,21,0.83
101,76,208,4.46,22,0.85
102,76,207,4.46,22,0.87
103,76,206,4.46,23,0.89
104,76,205,4.46,23,0.92
105,76,205,4.46,24,0.94
106,76,204,4.46,24,0.96
107,76,203,4.46,25,0.98
108,76,203,4.46,26,1.01
109,76,202,4.46,26,1.03
110,76,202,4.46,27,1.05
111,76,201,4.46,28,1.08
112,76,201,4.46,28,1.1
113,76,200,4.46,29,1.12
114,76,200,4.46,29,1.15
115,76,199,4.46,30,1.17
116,76,199,4.46,30,1.19
117,76,199,4.46,31,1.22
118,76,198,4.46,32,1.24
119,76,198,4.46,32,1.26
120,76,198,4.46,33,1.29
121,76,197,4.46,34,1.31
122,76,197,4.46,34,1.34
123,76,197,4.46,35,1.36
124,76,196,4.46,35,1.38
125,76,196,4.46,36,1.41
126,76,196,4.46,37,1.43
127,76,195,4.46,37,1.46
128,76,195,4.46,38,1.48
129,76,195,4.46,39,1.5
130,76,195,4.46,39,1.53
131,76,194,4.46,40,1.55
132,76,194,4.46,41,1.58
133,76,194,4.46,41,1.6
134,76,194,4.46,42,1.62
135,76,194,4.46,42,1.65
136,76,193,4.46,43,1.67
137,76,193,4.46,44,1.7
138,76,193,4.46,44,1.72
139,76,193,4.46,45,1.75
140,76,193,4.46,46,1.77
141,76,192,4.46,46,1.8
142,76,192,4.46,47,1.82
1,77,346,4.46,46,1.8
2,77,346,4.46,46,1.78
3,77,345,4.46,45,1.75
4,77,345,4.46,44,1.73
5,77,345,4.46,44,1.7
6,77,345,4.46,43,1.68
7,77,345,4.46,43,1.66
8,77,344,4.46,42,1.63
9,77,344,4.46,41,1.61
10,77,344,4.46,41,1.58
11,77,344,4.46,40,1.56
12,77,343,4.46,40,1.54
13,77,343,4.46,39,1.51
14,77,343,4.46,38,1.49
15,77,343,4.46,37,1.46
16,77,342,4.46,37,1.44
17,77,342,4.46,36,1.42
18,77,342,4.46,36,1.39
19,77,341,4.46,35,1.37
20,77,341,4.46,34,1.34
21,77,341,4.46,34,1.32
22,77,340,4.46,33,1.3
23,77,340,4.46,33,1.27
24,77,340,4.46,32,1.25
25,77,339,4.46,31,1.23
26,77,339,4.46,31,1.2
27,77,338,4.46,30,1.18
28,77,338,4.46,30,1.16
29,77,337,4.46,29,1.13
30,77,337,4.46,28,1.11
31,77,336,4.46,28,1.09
32,77,336,4.46,27,1.06
33,77,335,4.46,27,1.04
34,77,335,4.46,26,1.02
